样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
1492,300,,405.0,700,12.0,21.0,12.5,74.0,14.25,100,15.25,102,0.2,16.25,103.0,17.25,104.0,0.2,300,0.5,50.0,9.0,5.0,21.0,75.0,21.5,70,0.5,360.0,3.5,3.5,1.0,4.5,65,10.5,45.0,2.0,1.5,,800.0,0.15,400,0.902
964,300,,405.0,700,16.0,25.0,,,17.5,100,18.5,98,0.2,19.5,102.0,20.5,103.5,0.2,300,0.5,35.0,9.0,5.0,21.333333333333332,70.0,21.833333333333332,78,0.6666666666666666,280.0,3.5,3.5,1.0,23.5,65,1.3333333333333333,45.0,1.5,1.5,,800.0,0.15,400,0.879
1589,300,,405.0,700,22.0,20.0,,,23.0,100,0.0,105,0.2,1.0,106.0,2.0,107.0,0.2,300,0.5,50.0,9.0,5.0,3.0,70.0,3.5,76,1.0,350.0,3.5,3.5,1.0,5.5,70,7.5,45.0,1.3333333333333333,1.3333333333333333,,800.0,0.15,400,0.902
1770,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.25,70.0,21.75,79,0.75,320.0,3.5,3.5,1.0,23.0,71,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1825,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1637,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.935
1905,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,72,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.5,1200.0,0.15,400,0.9129999999999999
900,300,,405.0,700,12.5,39.0,12.666666666666666,80.0,14.833333333333334,100,15.833333333333334,102,0.2,16.833333333333332,104.0,17.833333333333332,102.0,0.2,300,0.5,50.0,9.0,5.0,20.5,70.0,21.0,75,0.5,370.0,3.5,3.5,2.0,8.0,65,12.0,28.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1860,300,,405.0,700,6.0,30.0,,,8.0,101,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
427,300,125.0,,980,6.0,21.0,,,7.5,100,9.0,102,0.2,10.0,104.0,11.0,106.0,0.2,100,0.5,50.0,9.0,5.0,12.5,80.0,13.0,78,1.0,300.0,3.5,3.5,1.0,15.0,65,16.5,45.0,1.0,1.0,,800.0,0.15,400,0.902
1610,300,,405.0,700,8.0,25.0,,,9.5,100,10.5,101,0.2,11.5,104.0,12.5,104.0,0.2,300,0.5,50.0,10.0,5.0,14.0,70.0,14.5,78,1.0,360.0,3.5,3.5,1.5,18.0,65,20.0,45.0,2.0,2.0,,800.0,0.15,400,0.8909999999999999
984,300,,405.0,700,5.5,21.0,,,7.0,100,8.0,103,0.2,9.0,105.0,10.0,103.0,0.2,100,0.5,40.0,9.0,5.0,11.166666666666666,76.0,11.666666666666666,77,1.0,300.0,3.5,3.5,1.1666666666666667,18.333333333333332,66,0.0,36.0,1.3333333333333333,1.0,,900.0,0.15,400,0.902
1695,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.902
662,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,72,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1870,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,72,1.0,320.0,3.5,3.5,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
1462,300,,405.0,700,20.0,39.0,,,21.5,100,22.5,103,0.2,23.5,104.0,0.5,103.0,0.2,300,0.5,50.0,9.0,5.0,0.0,70.0,0.5,75,0.5,360.0,3.5,3.5,1.5,11.0,65,13.5,45.0,2.0,2.0,,800.0,0.15,400,0.902
163,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,105.0,11.0,107.0,0.2,200,1.0,50.0,9.0,5.0,12.0,79.0,13.0,75,1.0,1200.0,0.15,3.5,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1259,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
939,300,,405.0,700,17.0,40.0,17.166666666666668,80.0,18.666666666666668,100,19.666666666666668,102,0.2,20.666666666666668,102.0,21.666666666666668,102.0,0.2,300,0.5,50.0,9.0,5.0,2.0,70.0,2.5,75,0.5,370.0,3.5,3.5,1.5,13.0,65,17.0,45.0,1.5,1.5,,800.0,0.15,440,0.9670000000000001
943,300,,405.0,700,2.0,22.0,,,3.0,100,4.0,104,0.2,5.0,106.0,6.0,107.0,0.2,200,0.5,50.0,9.0,5.0,7.0,70.0,7.5,75,1.0,320.0,3.5,3.5,1.0,10.0,66,12.0,45.0,1.1666666666666667,1.3333333333333333,,800.0,0.15,400,0.9
1011,300,,405.0,700,2.0,34.0,,,3.0,100,4.0,101,0.2,5.0,104.0,6.0,104.0,0.2,200,1.0,50.0,10.0,5.0,7.5,70.0,8.0,77,1.0,290.0,3.5,3.5,1.0,14.0,65,16.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
647,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,102,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1281,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
679,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1219,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,105.0,19.0,107.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
1924,300,,405.0,700,21.0,30.0,,,23.0,103,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,0.5,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
195,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,72,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
753,300,,405.0,700,6.5,28.0,,,9.0,102,10.0,103,0.2,11.0,104.0,12.0,105.0,0.2,200,1.0,50.0,9.0,5.0,13.0,80.0,14.0,73,1.0,320.0,3.5,3.5,1.0,16.0,80,18.0,50.0,4.0,,,1200.0,0.15,420,0.91
475,300,,405.0,700,22.0,36.0,,,23.5,100,0.5,102,0.2,1.5,104.0,2.5,105.0,0.2,200,0.5,50.0,10.0,5.0,4.0,70.0,4.5,78,1.0,300.0,3.5,3.5,1.5,7.0,65,9.0,45.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
1761,300,,405.0,700,14.0,30.0,,,16.0,101,17.0,103,0.2,18.0,105.0,19.0,107.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,74,1.0,320.0,3.5,3.5,1.0,7.0,78,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
721,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,105.0,19.0,103.0,0.2,200,1.0,50.0,9.0,5.0,20.0,79.0,21.0,76,1.0,320.0,3.5,3.5,1.0,23.0,79,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
570,300,,405.0,700,1.0,30.0,,,3.0,101,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,80.0,8.0,75,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
1424,300,,405.0,700,4.0,21.0,,,5.0,100,6.0,102,0.2,7.0,103.0,8.0,104.0,0.2,300,0.5,35.0,9.0,5.0,12.5,70.0,13.0,78,1.0,300.0,3.5,3.5,1.5,23.0,60,2.0,40.0,1.5,1.5,,800.0,0.15,400,0.902
50,300,,405.0,700,3.0,20.0,,,4.0,100,5.0,104,0.2,6.0,106.0,7.0,106.0,0.2,300,0.5,50.0,9.0,5.0,8.333333333333334,70.0,8.833333333333334,75,1.1666666666666667,350.0,3.5,3.5,1.0,11.0,69,12.5,46.0,1.5,1.5,,800.0,0.15,400,0.902
1836,300,,405.0,700,6.0,29.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9129999999999999
1805,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
645,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
723,300,,405.0,700,6.0,27.0,,,8.0,102,9.0,104,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,3.0,,,1200.0,0.15,440,0.93
111,300,,405.0,700,14.0,30.0,,,16.0,100,17.0,103,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9590000000000001
1803,300,,405.0,700,14.0,30.0,,,16.0,101,17.0,102,0.2,18.0,104.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.983
1159,300,,405.0,700,1.0,29.0,,,3.0,102,4.0,103,0.2,5.0,104.0,6.0,105.0,0.2,200,1.0,50.0,9.0,5.0,7.0,79.0,8.0,73,1.0,320.0,3.5,3.5,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.956
1937,300,,405.0,700,6.0,30.0,,,8.0,101,9.0,103,0.2,10.0,104.0,11.0,105.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.93
590,300,,405.0,700,23.0,21.0,,,2.5,100,3.5,102,0.2,4.5,104.0,5.5,106.0,0.2,200,1.0,50.0,9.0,5.0,6.5,80.0,7.0,70,1.0,330.0,3.5,3.5,1.0,9.0,65,10.0,45.0,1.0,1.0,,800.0,0.15,400,0.902
1074,300,,405.0,700,3.5,21.0,,,5.0,100,6.0,102,0.2,7.0,104.0,8.0,105.0,0.2,300,0.5,50.0,9.0,5.0,11.0,70.0,11.5,78,1.0,340.0,3.5,3.5,1.5,19.0,65,0.0,50.0,1.5,1.5,,800.0,0.15,420,0.935
914,300,,405.0,700,15.5,37.0,15.666666666666666,80.0,17.0,100,18.0,103,0.2,19.0,102.0,20.0,102.0,0.2,300,0.5,50.0,10.0,5.0,21.0,70.0,21.5,75,0.5,370.0,3.5,3.5,2.0,15.5,45,17.5,20.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
45,300,,405.0,700,23.0,24.0,,,0.5,100,1.5,102,0.2,2.5,104.0,3.5,104.0,0.2,300,0.5,50.0,9.0,5.0,7.0,70.0,7.5,78,1.0,310.0,3.5,3.5,1.0,17.5,60,19.5,40.0,1.5,1.5,,800.0,0.15,400,0.902
1649,300,,405.0,700,22.0,29.0,,,0.0,102,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,8.0,5.0,4.0,79.0,5.0,72,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9470000000000001
246,300,,405.0,700,21.0,30.0,,,23.0,102,0.0,103,0.2,1.0,104.0,2.0,105.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.93
1345,300,,405.0,700,14.0,27.0,,,16.0,102,17.0,104,0.2,18.0,105.0,19.0,106.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.943
301,300,125.0,,980,19.0,21.0,,,20.5,100,21.5,101,0.2,22.5,103.0,23.5,105.0,0.2,300,1.0,40.0,10.0,5.0,0.0,70.0,0.5,78,1.0,300.0,3.5,3.5,1.5,13.0,60,15.0,45.0,1.5,1.5,,800.0,0.15,400,0.9129999999999999
1527,300,,405.0,700,6.0,80.0,,,7.0,100,8.0,102,0.2,9.0,104.0,10.0,105.0,0.2,300,0.5,50.0,9.0,5.0,12.833333333333334,70.0,13.0,75,0.5,350.0,3.5,3.5,1.5,22.5,65,3.5,45.0,1.5,1.5,,800.0,0.15,400,0.879
584,300,,405.0,700,19.0,24.0,,,20.0,101,21.0,103,0.2,22.0,105.0,23.0,108.0,0.2,200,1.0,50.0,9.0,5.0,0.0,90.0,0.5,77,1.0,,3.5,3.5,1.0,2.5,64,3.5,46.0,1.0,1.0,,800.0,0.15,420,0.9470000000000001
789,300,,405.0,700,14.0,30.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
1006,300,,405.0,700,1.5,35.0,,,2.5,100,3.5,101,0.2,4.5,103.0,5.5,105.0,0.2,200,0.5,50.0,9.0,5.0,6.5,70.0,7.0,78,1.0,280.0,3.5,3.5,1.5,13.5,60,19.0,40.0,1.5,1.5,,800.0,0.15,400,0.902
270,300,,405.0,700,21.0,27.0,,,23.0,102,0.0,104,0.2,1.0,105.0,2.0,106.0,0.2,200,1.0,50.0,9.0,5.0,3.0,80.0,4.0,73,1.0,320.0,3.5,3.5,1.0,6.0,80,8.0,45.0,4.0,,,1200.0,0.15,440,0.955
1476,300,,405.0,700,2.5,38.0,,,4.0,100,5.0,102,0.2,6.0,103.0,7.0,102.0,0.2,300,0.5,50.0,9.0,5.0,11.5,70.0,12.0,75,0.5,360.0,3.5,3.5,1.5,22.0,65,1.5,45.0,1.5,1.5,,800.0,0.15,385,0.879
1864,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
314,200,,405.0,700,23.0,24.0,,,0.5,100,1.5,102,0.2,2.5,102.0,3.5,102.0,0.2,300,1.0,40.0,10.0,5.0,4.5,70.0,5.0,78,1.0,320.0,3.5,3.5,1.0,18.5,60,18.5,40.0,2.5,1.5,,800.0,0.15,400,0.902
1089,300,,405.0,700,4.0,21.0,,,5.5,100,6.5,102,0.2,7.5,104.0,8.5,105.0,0.2,300,0.5,50.0,9.0,5.0,10.0,70.0,10.5,78,1.0,330.0,3.5,3.5,1.5,19.5,65,22.0,50.0,1.5,1.5,,800.0,0.15,420,0.935
284,300,125.0,,980,14.0,21.0,,,15.5,100,16.5,102,0.2,17.5,104.0,18.5,106.0,0.2,300,0.5,40.0,10.0,5.0,19.5,80.0,20.0,75,1.0,280.0,3.5,3.5,1.5,22.5,60,23.5,50.0,1.5,1.5,,800.0,0.15,400,0.902
1386,300,,405.0,700,6.0,30.0,,,8.0,102,9.0,104,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,80.0,13.0,73,1.0,320.0,3.5,3.5,1.0,15.0,80,17.0,45.0,4.0,,,1200.0,0.15,440,0.943
541,300,,405.0,700,8.0,21.0,,,9.5,100,10.5,101,0.2,11.5,103.0,12.5,105.0,0.2,300,0.5,50.0,9.0,5.0,14.0,70.0,14.5,78,1.5,340.0,3.5,3.5,2.5,0.5,65,4.0,50.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
912,300,,405.0,700,7.0,38.0,7.166666666666667,80.0,8.5,100,9.5,103,0.2,10.5,102.0,11.5,102.0,0.2,300,0.5,50.0,9.0,5.0,15.5,70.0,16.0,75,0.5,370.0,3.5,3.5,2.0,2.5,50,8.5,22.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
937,300,,405.0,700,21.5,38.0,21.666666666666668,80.0,7.0,100,0.0,103,0.2,1.0,102.0,2.0,102.0,0.2,300,0.5,50.0,9.0,5.0,7.0,70.0,7.5,75,0.5,370.0,3.5,3.5,1.5,17.5,65,21.5,45.0,1.5,1.5,,800.0,0.15,440,0.9670000000000001
407,300,,405.0,700,22.0,18.0,,,23.5,101,0.5,103,0.2,1.5,105.0,2.5,108.0,0.2,200,1.0,50.0,9.0,5.0,4.0,72.0,4.5,79,1.0,380.0,3.5,3.5,1.0,6.5,76,8.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1519,300,,405.0,700,6.0,35.0,,,7.5,100,8.5,106,0.2,9.5,102.0,10.5,101.0,0.2,300,0.5,50.0,9.0,5.0,11.25,70.0,11.75,75,1.0,350.0,3.5,3.5,1.0,21.0,65,22.5,50.0,1.0,1.0,,800.0,0.15,400,0.879
339,300,,405.0,700,21.0,38.0,21.166666666666668,80.0,23.5,100,23.5,102,0.2,0.5,104.0,1.5,103.0,0.2,300,0.5,50.0,9.0,5.0,6.0,70.0,7.0,75,0.5,350.0,3.5,3.5,2.0,17.0,48,22.0,30.0,1.0,1.5,,800.0,0.15,400,0.879
467,300,,405.0,700,20.0,34.0,,,21.0,100,22.0,102,0.2,23.0,103.0,0.0,104.0,0.2,200,0.5,50.0,10.0,5.0,1.0,70.0,1.5,77,0.5,290.0,3.5,3.5,1.5,4.5,60,8.0,40.0,1.5,1.5,,800.0,0.15,400,0.8909999999999999
364,300,,405.0,700,14.5,38.0,14.666666666666666,80.0,16.0,100,17.0,103,0.2,18.0,102.0,19.0,104.0,0.2,300,0.5,50.0,9.0,5.0,20.5,70.0,21.0,75,0.5,370.0,3.5,3.5,2.0,5.5,53,8.0,45.0,1.5,1.5,,800.0,0.15,420,0.9470000000000001
1423,300,,405.0,700,18.0,24.0,,,19.0,100,20.0,102,0.2,21.0,103.0,22.0,104.0,0.2,300,0.5,40.0,9.0,5.0,1.5,70.0,2.5,78,1.0,310.0,3.5,3.5,1.0,12.5,62,16.0,40.0,1.5,1.5,,800.0,0.15,420,0.935
819,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.9259999999999999
996,300,,405.0,700,4.0,30.0,,,5.0,100,6.0,103,0.2,7.0,103.0,8.0,105.0,0.2,200,0.5,50.0,9.0,5.0,9.5,70.0,10.0,78,1.0,290.0,3.5,3.5,1.0,15.0,65,17.0,45.0,1.5,1.5,,800.0,0.15,400,0.868
321,300,,405.0,700,15.5,38.0,15.75,80.0,17.25,100,18.25,102,0.2,19.25,103.0,20.25,104.0,0.2,300,0.5,50.0,9.0,5.0,1.0,70.0,1.5,75,0.5,300.0,3.5,3.5,2.0,13.5,54,15.0,30.0,2.0,2.0,,800.0,0.15,400,0.902
1549,300,,405.0,700,21.0,39.0,21.25,80.0,23.0,100,1.0,102,0.2,2.0,103.0,3.0,102.0,0.2,300,0.5,50.0,10.0,5.0,7.5,70.0,8.0,75,0.5,350.0,3.5,3.5,2.0,17.0,65,21.0,45.0,1.5,1.5,,800.0,0.15,385,0.871
1453,300,,405.0,700,17.0,21.0,,,18.0,100,19.0,102,0.2,20.0,104.0,21.0,105.0,0.2,300,0.5,50.0,10.0,5.0,22.0,70.0,22.5,75,0.5,320.0,3.5,3.5,1.0,0.0,60,2.5,50.0,1.0,1.0,,800.0,0.15,380,0.87
1536,300,,405.0,700,15.0,25.0,,,16.5,100,17.5,102,0.2,18.5,103.0,19.5,104.0,0.2,300,0.5,50.0,9.0,5.0,22.0,75.0,22.5,70,0.5,350.0,3.5,3.5,2.0,12.5,65,17.0,45.0,1.5,1.5,,800.0,0.15,400,0.902
1544,300,,405.0,700,22.0,37.0,22.333333333333332,80.0,0.0,100,1.0,102,0.2,2.0,103.0,3.0,102.0,0.2,300,0.5,50.0,9.0,5.0,7.0,70.0,7.5,75,0.5,360.0,3.5,3.5,2.0,16.5,65,19.0,45.0,1.5,1.5,,800.0,0.15,390,0.89
71,300,,405.0,700,12.0,18.0,,,13.0,100,14.0,104,0.2,15.0,104.0,16.0,105.0,0.2,300,0.5,50.0,9.0,5.0,17.333333333333332,70.0,17.833333333333332,75,1.1666666666666667,350.0,3.5,3.5,1.0,20.0,70,21.5,45.0,1.5,1.5,,800.0,0.15,400,0.902
1362,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
1371,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,4.0,,,1200.0,0.15,440,0.93
501,300,,405.0,700,2.0,30.0,,,3.5,100,4.5,101,0.2,5.5,103.0,6.5,105.0,0.2,300,0.5,50.0,9.0,5.0,8.0,70.0,8.5,78,1.0,340.0,3.5,3.5,1.5,3.0,65,7.0,45.0,2.0,2.0,,800.0,0.15,400,0.902
11,300,,405.0,700,6.0,20.0,,,7.5,100,8.5,102,0.2,9.5,102.0,10.5,102.0,0.2,300,0.5,40.0,10.0,5.0,11.5,70.0,12.0,78,1.0,310.0,3.5,3.5,1.0,1.0,60,3.5,40.0,1.5,1.5,,800.0,0.15,420,0.9229999999999999
686,300,,405.0,700,14.0,29.0,,,16.0,102,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,80.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.971
1171,300,,405.0,700,14.0,29.0,,,16.0,101,17.0,103,0.2,18.0,104.0,19.0,105.0,0.2,200,1.0,50.0,9.0,5.0,20.0,78.0,21.0,73,1.0,320.0,3.5,3.5,1.0,23.0,75,1.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.925
506,300,,405.0,700,7.5,21.0,,,9.0,100,10.0,101,0.2,11.0,103.0,12.0,105.0,0.2,300,0.5,50.0,9.0,5.0,13.5,70.0,14.0,78,1.0,330.0,3.5,3.5,1.5,0.0,65,3.5,50.0,1.5,1.0,,800.0,0.15,420,0.9470000000000001
1568,300,,405.0,700,11.75,36.0,12.0,80.0,13.5,100,14.5,103,0.2,15.5,104.0,16.5,103.0,0.2,300,0.5,50.0,9.0,5.0,21.5,70.0,22.0,75,0.5,350.0,3.5,3.5,2.0,6.0,50,11.5,29.0,1.5,1.5,,800.0,0.15,400,0.902
1048,250,,340.0,590,5.0,24.0,,,6.5,100,7.5,101,0.2,8.5,102.0,9.5,105.0,0.2,300,0.5,30.0,9.0,5.0,11.0,70.0,11.5,78,1.0,240.0,3.5,3.5,1.0,16.0,65,10.0,45.0,2.0,,,400.0,0.15,340,0.92
84,300,,405.0,700,22.0,29.0,,,0.0,101,1.0,103,0.2,2.0,104.0,3.0,105.0,0.2,200,1.0,50.0,9.0,5.0,4.0,80.0,5.0,73,1.0,320.0,3.5,3.5,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,0.15,420,0.9179999999999999
1148,300,,405.0,700,8.0,29.0,,,10.0,101,11.0,103,0.2,12.0,104.0,13.0,105.0,0.2,200,1.0,50.0,9.0,5.0,14.0,80.0,17.0,73,1.0,320.0,3.5,3.5,1.0,20.0,80,22.0,45.0,1.5,2.0,1.0,1200.0,0.15,400,0.902
1766,300,,405.0,700,6.0,28.0,,,8.0,102,9.0,103,0.2,10.0,104.0,11.0,103.0,0.2,200,1.0,50.0,9.0,5.0,12.0,76.0,13.0,75,1.0,320.0,3.5,3.5,1.0,15.0,72,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.9359999999999999
1683,300,,405.0,700,6.0,29.0,,,8.0,102,9.0,103,0.2,10.0,105.0,11.0,106.0,0.2,200,1.0,50.0,9.0,5.0,12.0,78.0,13.0,72,1.0,310.0,3.5,3.5,1.0,15.0,72,17.0,45.0,1.5,1.5,1.0,1200.0,0.15,400,0.902
